User_ID,Age,Gender,Location,Subscription_Start_Date,Subscription_Type,Monthly_Payment,Payment_Method,Monthly_Hours_Watched,Favorite_Genre,Devices_Used,Average_Session_Length,Content_ID,Rating_Given,Churned,Date_of_Churn,Reason_for_Churn
439,53,Male,West,2023-08-04,Standard,14.99,Credit Card,72.43255461,Sci-Fi,Tablet,0.923238746,1094,5,0,,
440,62,Other,North,2020-12-26,Standard,14.99,Credit Card,4.498059695,Sci-Fi,PC,1.331287938,1058,2,0,,
441,37,Male,North,2023-10-26,Premium,19.99,Credit Card,0.191783653,Documentary,Mobile,0.753120253,1036,3,1,53:37.7,Price increase
442,18,Other,West,2019-09-06,Basic,9.99,Direct Debit,1.565749375,Drama,PC,0.305939682,1024,2,0,,
443,25,Female,East,2019-09-23,Basic,9.99,Credit Card,9.427370091,Drama,Tablet,0.481091212,1015,3,0,,
444,63,Other,North,2020-01-18,Basic,9.99,Credit Card,34.35657672,Documentary,Tablet,0.223011264,1037,1,1,53:37.7,Price increase
445,33,Female,Central,2022-06-11,Standard,14.99,PayPal,0.143354171,Action,PC,2.298146019,1042,2,1,53:37.7,Personal reasons
446,31,Other,North,2020-10-05,Standard,14.99,Credit Card,12.20299873,Sci-Fi,Mobile,2.161902689,1086,2,0,,
447,29,Other,West,2024-03-11,Premium,19.99,PayPal,7.986597802,Sci-Fi,PC,6.015867685,1013,4,0,,
448,68,Other,Central,2019-07-15,Standard,14.99,PayPal,1.078180778,Action,PC,2.616285936,1005,2,0,,
449,40,Male,South,2020-09-18,Standard,14.99,Credit Card,11.9653341,Comedy,Mobile,0.106898262,1088,5,0,,
450,32,Male,North,2021-02-05,Basic,9.99,Credit Card,5.880676238,Comedy,Mobile,4.312561786,1022,3,0,,
451,45,Female,North,2024-04-18,Standard,14.99,Credit Card,8.673737473,Drama,Mobile,3.970812173,1059,1,0,,
452,51,Female,South,2020-07-13,Standard,14.99,Credit Card,24.4573576,Documentary,TV,1.171530573,1011,5,0,,
453,19,Male,North,2023-08-17,Basic,9.99,Credit Card,14.74411246,Drama,PC,1.763117128,1012,5,0,,
454,49,Female,West,2022-03-05,Basic,9.99,Credit Card,2.66257071,Comedy,Mobile,7.465941279,1099,5,0,,
455,40,Male,North,2024-01-15,Basic,9.99,Credit Card,65.09759537,Action,Mobile,1.519875089,1097,5,0,,
456,39,Other,East,2020-03-17,Basic,9.99,Credit Card,20.20712584,Drama,Tablet,4.714543611,1005,1,1,53:37.7,Price increase
457,68,Female,Central,2020-08-25,Standard,14.99,PayPal,29.03744076,Sci-Fi,TV,0.173380147,1062,4,1,53:37.7,Price increase
458,42,Female,Central,2022-11-12,Basic,9.99,Credit Card,1.650534055,Sci-Fi,Mobile,0.424040957,1037,2,0,,
459,39,Male,West,2022-07-30,Standard,14.99,Credit Card,0.964032716,Action,Mobile,1.162335036,1049,5,1,53:37.7,Price increase
460,39,Female,South,2022-10-06,Premium,19.99,Credit Card,0.392793039,Comedy,TV,1.757781853,1051,2,1,53:37.7,Price increase
461,66,Female,West,2021-05-14,Standard,14.99,Direct Debit,4.184665679,Sci-Fi,Mobile,3.388117228,1039,2,0,,
462,69,Other,East,2020-09-29,Premium,19.99,Credit Card,10.70265314,Sci-Fi,Mobile,8.889867293,1007,5,0,,
463,59,Female,East,2024-04-12,Standard,14.99,Direct Debit,54.92318427,Documentary,TV,0.984830599,1060,4,0,,
464,23,Other,North,2020-01-16,Standard,14.99,Credit Card,12.2151167,Drama,PC,0.09715321,1007,2,0,,
465,32,Male,Central,2024-05-06,Premium,19.99,PayPal,6.856993537,Comedy,Mobile,3.230625303,1096,3,0,,
466,60,Female,East,2021-11-08,Basic,9.99,Credit Card,16.50777113,Drama,Mobile,1.854605884,1033,2,0,,
467,54,Other,North,2020-01-16,Premium,19.99,Credit Card,2.374197309,Comedy,Mobile,0.442647563,1078,5,0,,
468,50,Male,South,2023-12-18,Basic,9.99,Credit Card,18.80684791,Sci-Fi,Mobile,1.365714435,1099,1,0,,
469,25,Female,East,2019-07-05,Standard,14.99,Credit Card,16.8066017,Documentary,TV,2.711997839,1059,2,0,,
470,70,Male,Central,2022-07-29,Basic,9.99,Credit Card,31.40367413,Drama,Tablet,2.942935907,1056,4,0,,
471,61,Female,West,2023-11-01,Standard,14.99,Credit Card,86.3812044,Sci-Fi,PC,1.384768591,1098,3,0,,
472,61,Male,West,2021-03-12,Standard,14.99,PayPal,5.776947602,Comedy,TV,0.728304315,1045,3,1,53:37.7,Price increase
473,22,Male,North,2023-10-19,Standard,14.99,Direct Debit,14.25298025,Drama,Tablet,7.279613482,1021,1,0,,
474,56,Other,East,2021-03-13,Standard,14.99,Credit Card,47.90835627,Drama,Mobile,2.17749785,1086,1,1,53:37.7,Dissatisfied with content
475,21,Male,East,2023-08-24,Standard,14.99,Credit Card,30.76001649,Sci-Fi,Tablet,1.049299879,1039,2,0,,
476,23,Female,North,2019-09-11,Basic,9.99,Credit Card,13.36543523,Drama,TV,0.658295282,1044,5,0,,
477,62,Female,South,2022-11-07,Standard,14.99,PayPal,58.14404586,Documentary,TV,2.626853618,1054,4,0,,
478,49,Other,West,2023-10-26,Premium,19.99,Credit Card,1.178800568,Documentary,Mobile,0.554627871,1050,3,1,53:37.7,Found better service
479,69,Female,North,2022-06-04,Standard,14.99,Direct Debit,53.47257541,Sci-Fi,PC,0.376783862,1085,1,1,53:37.7,Personal reasons
480,47,Female,East,2021-04-05,Premium,19.99,Credit Card,1.036550686,Comedy,Tablet,1.509338438,1004,4,0,,
481,64,Female,South,2020-01-30,Premium,19.99,Credit Card,15.85072208,Sci-Fi,TV,0.684945105,1094,5,1,53:37.7,Dissatisfied with content
482,52,Male,North,2020-10-26,Standard,14.99,PayPal,44.22583175,Documentary,Mobile,1.98259515,1012,3,0,,
483,57,Male,South,2022-02-25,Standard,14.99,Direct Debit,6.095776403,Action,Tablet,0.250987392,1027,3,0,,
484,69,Female,Central,2021-10-08,Basic,9.99,Credit Card,12.78259496,Action,TV,2.12808033,1083,5,0,,
485,33,Other,Central,2020-06-29,Basic,9.99,Credit Card,7.840976578,Drama,Tablet,0.666186183,1096,3,0,,
486,30,Male,Central,2020-10-31,Basic,9.99,Direct Debit,60.79114089,Drama,Tablet,0.000485928,1079,5,0,,
487,67,Other,East,2023-03-20,Standard,14.99,Credit Card,34.70519285,Action,Mobile,0.271492963,1061,3,1,53:37.7,Dissatisfied with content
488,59,Female,North,2020-07-25,Standard,14.99,Direct Debit,24.68874411,Documentary,Mobile,5.424579686,1092,2,1,53:37.7,Found better service
489,47,Female,East,2021-05-04,Standard,14.99,Credit Card,17.71653934,Drama,Mobile,4.040152343,1086,5,1,53:37.7,Found better service
490,36,Male,East,2020-07-28,Standard,14.99,PayPal,34.36183126,Sci-Fi,TV,0.532125675,1023,4,1,53:37.7,Found better service
491,34,Female,Central,2019-12-12,Standard,14.99,PayPal,9.960394131,Sci-Fi,Mobile,3.013509095,1097,2,0,,
492,36,Male,North,2019-06-08,Standard,14.99,Credit Card,11.86791411,Documentary,Tablet,1.875905298,1006,4,0,,
493,45,Female,East,2021-11-09,Standard,14.99,Direct Debit,26.18679389,Drama,PC,7.074358047,1037,3,0,,
494,43,Female,North,2023-11-01,Basic,9.99,Credit Card,8.855701192,Sci-Fi,Mobile,0.935550339,1036,4,1,53:37.7,Personal reasons
495,54,Male,South,2019-09-02,Basic,9.99,Credit Card,1.320679539,Drama,Tablet,2.288018292,1067,2,0,,
496,43,Male,West,2020-10-01,Standard,14.99,Credit Card,1.544849167,Drama,PC,0.131287805,1097,5,0,,
497,70,Male,East,2024-03-23,Standard,14.99,Credit Card,2.45155326,Sci-Fi,TV,1.009181359,1041,1,0,,
498,40,Female,South,2019-12-23,Standard,14.99,PayPal,40.75544939,Action,PC,6.638368315,1085,4,0,,
499,26,Female,South,2024-02-14,Standard,14.99,Credit Card,12.78175848,Sci-Fi,PC,1.5486315,1004,1,0,,
500,29,Other,East,2021-03-17,Standard,14.99,Credit Card,24.95726569,Documentary,Mobile,0.67901629,1063,4,1,53:37.7,Found better service
501,70,Male,West,2023-05-15,Basic,9.99,Credit Card,9.981542687,Comedy,TV,0.256282663,1049,4,0,,
502,18,Female,Central,2020-02-06,Basic,9.99,Credit Card,5.987292906,Sci-Fi,Mobile,2.431607295,1086,5,0,,
503,18,Female,Central,2021-05-13,Standard,14.99,Credit Card,8.529449544,Drama,PC,2.07046412,1014,3,1,53:37.7,Personal reasons
504,64,Male,West,2021-10-14,Standard,14.99,PayPal,31.61529347,Drama,Mobile,0.936614022,1094,2,1,53:37.7,Dissatisfied with content
505,51,Other,South,2019-09-30,Standard,14.99,Direct Debit,19.62811505,Sci-Fi,TV,6.029477592,1072,2,0,,
506,49,Male,West,2023-04-28,Premium,19.99,Direct Debit,55.49655412,Comedy,PC,0.044906011,1052,2,0,,
507,65,Other,East,2023-11-27,Standard,14.99,Credit Card,22.77024283,Sci-Fi,PC,0.724017865,1024,3,1,53:37.7,Personal reasons
508,42,Female,South,2019-07-03,Standard,14.99,Credit Card,16.88785118,Comedy,Mobile,5.078374774,1088,1,1,53:37.7,Price increase
509,57,Other,Central,2020-07-03,Standard,14.99,Credit Card,18.84222507,Comedy,Tablet,0.774078145,1084,2,0,,
510,62,Female,North,2019-10-01,Standard,14.99,Credit Card,57.07473983,Documentary,PC,0.581380743,1008,1,0,,
511,70,Male,Central,2020-07-25,Standard,14.99,Credit Card,31.04234472,Drama,PC,1.528085479,1037,3,0,,
512,18,Male,East,2021-01-11,Standard,14.99,Credit Card,0.486698897,Drama,Mobile,3.472290994,1021,3,0,,
513,33,Male,West,2023-06-20,Standard,14.99,Credit Card,15.27738934,Comedy,TV,0.217726087,1086,5,0,,
514,56,Other,West,2023-02-12,Basic,9.99,Direct Debit,23.31674664,Drama,TV,5.730134809,1048,2,0,,
515,22,Female,Central,2020-03-31,Standard,14.99,Credit Card,27.62203559,Action,Mobile,3.170201762,1067,5,0,,
516,39,Male,West,2021-07-05,Premium,19.99,Credit Card,4.79415261,Comedy,TV,0.399953608,1092,2,1,53:37.7,Personal reasons
517,46,Male,West,2023-11-05,Premium,19.99,Credit Card,40.37481066,Drama,Tablet,2.489644885,1014,3,0,,
518,20,Female,North,2024-01-17,Standard,14.99,Credit Card,62.40014294,Action,Tablet,0.972131792,1064,3,0,,
519,29,Male,East,2022-12-16,Standard,14.99,Direct Debit,5.402483852,Documentary,Mobile,1.029314838,1053,4,0,,
520,43,Female,North,2020-10-01,Standard,14.99,Credit Card,42.84600091,Drama,Tablet,3.058391303,1029,4,0,,
521,33,Female,West,2023-07-17,Standard,14.99,Credit Card,2.040184141,Action,PC,6.582076427,1092,3,0,,
522,68,Female,East,2020-04-23,Basic,9.99,Credit Card,1.146372122,Sci-Fi,Tablet,0.270851223,1019,3,1,53:37.7,Price increase
523,54,Female,West,2021-11-15,Standard,14.99,Credit Card,2.767405626,Sci-Fi,PC,1.091628763,1032,1,0,,
524,39,Female,North,2020-12-15,Standard,14.99,Credit Card,1.189503592,Action,PC,1.311477787,1099,1,1,53:37.7,Found better service
525,46,Other,North,2021-09-06,Premium,19.99,Direct Debit,37.28818229,Comedy,PC,0.944209484,1085,5,0,,
526,31,Male,West,2022-08-14,Standard,14.99,Direct Debit,1.217308586,Comedy,Mobile,0.90256513,1076,4,0,,
527,45,Other,North,2019-12-29,Standard,14.99,PayPal,6.339861231,Drama,TV,0.107368443,1006,4,0,,
528,22,Male,North,2021-06-21,Standard,14.99,Credit Card,2.190859299,Sci-Fi,Tablet,2.313788021,1007,3,0,,
529,64,Other,North,2019-10-27,Standard,14.99,Direct Debit,7.00312577,Comedy,Mobile,1.146162544,1027,3,1,53:37.7,Found better service
530,66,Female,Central,2022-05-05,Standard,14.99,Credit Card,1.898513362,Comedy,Mobile,0.433313777,1044,5,1,53:37.7,Dissatisfied with content
531,47,Male,West,2020-11-29,Basic,9.99,Credit Card,22.05260203,Sci-Fi,Tablet,3.386003231,1072,4,0,,
532,63,Male,South,2019-12-31,Standard,14.99,PayPal,2.861866481,Documentary,TV,3.244648655,1088,1,0,,
533,69,Other,South,2023-06-21,Premium,19.99,Credit Card,38.1900501,Comedy,Mobile,1.332588453,1079,2,0,,
534,22,Other,South,2021-11-06,Standard,14.99,Credit Card,33.98627329,Action,PC,0.708928097,1073,5,0,,
535,29,Male,West,2020-11-27,Basic,9.99,PayPal,0.275117301,Drama,Mobile,2.032734497,1010,2,1,53:37.7,Found better service
536,33,Other,West,2019-09-17,Standard,14.99,Credit Card,45.21473277,Comedy,Tablet,0.679782128,1030,1,1,53:37.7,Found better service
537,43,Other,North,2023-02-25,Premium,19.99,Credit Card,0.587429321,Comedy,TV,0.53839574,1011,1,1,53:37.7,Dissatisfied with content
538,43,Other,North,2022-03-18,Basic,9.99,Credit Card,5.479417637,Documentary,PC,2.62248253,1094,2,0,,
539,65,Female,North,2020-02-01,Standard,14.99,Direct Debit,0.658505487,Action,Mobile,0.082321687,1077,5,1,53:37.7,Personal reasons
540,38,Female,West,2020-06-10,Premium,19.99,Direct Debit,8.1847489,Drama,Tablet,0.19912907,1050,2,0,,
541,56,Other,West,2021-05-26,Standard,14.99,Direct Debit,14.42544109,Comedy,Mobile,0.013622637,1043,5,0,,
542,53,Other,South,2019-05-23,Premium,19.99,Credit Card,31.85602829,Drama,Tablet,0.331975021,1095,5,0,,
543,50,Female,North,2020-09-08,Standard,14.99,Credit Card,8.249237081,Sci-Fi,PC,0.14297054,1049,3,0,,
544,47,Female,North,2020-10-10,Standard,14.99,Credit Card,24.44884809,Comedy,PC,10.94646934,1016,4,0,,
545,54,Male,Central,2022-05-12,Standard,14.99,Credit Card,4.15289701,Comedy,Mobile,0.681631227,1034,4,0,,
546,40,Male,South,2024-04-06,Basic,9.99,Credit Card,27.77382116,Sci-Fi,TV,0.323316277,1000,1,0,,
547,27,Female,West,2023-06-05,Basic,9.99,Credit Card,5.383660946,Documentary,Tablet,0.551497143,1028,3,0,,
548,22,Other,West,2023-11-06,Standard,14.99,Credit Card,3.099064341,Comedy,Mobile,5.501672357,1050,4,1,53:37.7,Dissatisfied with content
549,53,Other,South,2021-06-25,Basic,9.99,Direct Debit,4.10137897,Drama,Tablet,1.468606058,1063,5,0,,
550,51,Other,South,2022-11-10,Standard,14.99,Credit Card,4.019402401,Action,PC,0.907687717,1003,5,0,,
551,69,Other,North,2020-04-28,Premium,19.99,Credit Card,14.38419267,Drama,Tablet,4.133310597,1086,2,1,53:37.7,Found better service
552,48,Male,West,2021-05-05,Premium,19.99,Credit Card,37.26050172,Documentary,Tablet,1.005021479,1027,2,0,,
553,27,Female,West,2021-07-08,Standard,14.99,Direct Debit,1.659048738,Action,Tablet,0.815962251,1015,5,0,,
554,36,Other,West,2020-03-21,Premium,19.99,PayPal,24.54867195,Drama,Mobile,0.464576783,1062,5,1,53:37.7,Personal reasons
555,49,Male,East,2020-04-18,Standard,14.99,Direct Debit,21.24636668,Drama,TV,0.94897718,1075,2,0,,
556,18,Other,North,2019-12-30,Standard,14.99,Direct Debit,41.19590823,Sci-Fi,Tablet,0.761596765,1052,4,1,53:37.7,Personal reasons
557,22,Female,Central,2020-01-01,Basic,9.99,Credit Card,5.598182154,Documentary,Mobile,2.262088899,1084,1,0,,
558,62,Male,West,2022-07-17,Standard,14.99,Credit Card,11.96073528,Sci-Fi,PC,0.683805483,1016,2,0,,
559,21,Female,South,2023-11-29,Standard,14.99,Credit Card,52.02720249,Action,TV,1.72171085,1039,4,0,,
560,33,Female,Central,2021-07-04,Standard,14.99,Credit Card,21.57580794,Sci-Fi,TV,0.136326785,1012,4,0,,
561,41,Male,West,2021-01-21,Standard,14.99,Credit Card,9.845587239,Documentary,Mobile,0.424627701,1051,4,1,53:37.7,Price increase
562,33,Male,East,2023-03-22,Basic,9.99,Credit Card,2.817736302,Comedy,Mobile,1.046489079,1057,3,1,53:37.7,Dissatisfied with content
563,19,Male,West,2021-07-30,Standard,14.99,Direct Debit,6.089377254,Comedy,Tablet,5.527630767,1095,3,1,53:37.7,Found better service
564,66,Male,Central,2024-03-15,Premium,19.99,Direct Debit,17.40797515,Action,Mobile,0.947226627,1036,4,1,53:37.7,Price increase
565,45,Male,West,2023-03-26,Standard,14.99,PayPal,25.32887888,Comedy,TV,2.181729484,1078,5,0,,
566,49,Male,North,2022-01-11,Premium,19.99,PayPal,2.657418201,Sci-Fi,Mobile,0.588976289,1075,3,0,,
567,44,Male,South,2021-06-26,Premium,19.99,PayPal,18.30568777,Action,Mobile,0.271716369,1060,2,0,,
568,37,Other,Central,2021-06-18,Premium,19.99,Credit Card,15.98577241,Documentary,Tablet,0.120639612,1078,3,1,53:37.7,Price increase
569,41,Female,South,2022-06-04,Premium,19.99,Credit Card,14.42909972,Action,Mobile,0.728877145,1033,5,0,,
570,29,Male,South,2023-08-21,Premium,19.99,PayPal,23.43160428,Action,PC,0.34314553,1069,1,0,,
571,67,Other,East,2020-12-25,Standard,14.99,PayPal,36.33534282,Drama,Tablet,0.382346309,1016,3,0,,
572,52,Other,East,2021-05-20,Basic,9.99,Credit Card,7.801375343,Drama,Mobile,2.860570312,1019,4,0,,
573,50,Other,West,2020-04-03,Standard,14.99,Direct Debit,43.96669809,Action,Mobile,0.031929667,1072,4,0,,
574,50,Female,Central,2022-03-23,Standard,14.99,Credit Card,3.50215945,Comedy,Tablet,1.632031819,1058,4,0,,
575,68,Male,South,2020-04-08,Standard,14.99,Credit Card,3.799588949,Drama,Mobile,0.954334874,1068,1,1,53:37.7,Price increase
576,60,Other,North,2021-07-06,Standard,14.99,PayPal,6.205973235,Documentary,PC,1.412667484,1086,5,0,,
577,54,Female,North,2019-10-26,Premium,19.99,Credit Card,2.546008215,Sci-Fi,Tablet,1.654867372,1032,2,0,,
578,29,Female,Central,2020-10-01,Premium,19.99,Credit Card,5.235588552,Drama,PC,0.751912695,1077,5,0,,
579,20,Female,West,2022-01-08,Premium,19.99,Credit Card,2.250203896,Action,TV,0.699423799,1016,1,0,,
580,18,Other,South,2019-06-19,Standard,14.99,PayPal,34.49163559,Comedy,TV,2.644025616,1056,4,0,,
581,50,Male,Central,2023-05-19,Basic,9.99,Credit Card,2.992495223,Sci-Fi,TV,4.100184756,1082,5,0,,
582,57,Other,Central,2019-10-18,Basic,9.99,PayPal,27.51085199,Drama,Mobile,0.427826644,1096,2,0,,
583,27,Other,Central,2021-05-04,Standard,14.99,Credit Card,0.981995468,Comedy,Mobile,0.205436376,1000,4,1,53:37.7,Personal reasons
584,60,Male,Central,2021-12-16,Basic,9.99,Credit Card,59.33136516,Comedy,Mobile,4.561565137,1012,2,0,,
585,61,Male,South,2019-08-02,Basic,9.99,Direct Debit,24.83765361,Comedy,TV,0.861244208,1026,3,0,,
586,46,Male,West,2020-01-04,Premium,19.99,Credit Card,0.136395006,Action,TV,1.602879049,1069,2,0,,
587,30,Female,East,2019-12-05,Standard,14.99,Direct Debit,28.86631217,Documentary,TV,0.891147041,1058,4,0,,
588,29,Male,Central,2020-05-03,Standard,14.99,Credit Card,14.43430461,Comedy,Mobile,0.268897538,1005,3,1,53:37.7,Found better service
589,48,Other,West,2021-08-20,Basic,9.99,Direct Debit,30.22492597,Sci-Fi,TV,1.779938624,1096,4,0,,
590,63,Male,West,2020-11-19,Standard,14.99,Credit Card,14.78368872,Drama,Tablet,1.489474098,1093,4,0,,
591,19,Other,West,2021-07-24,Basic,9.99,Credit Card,20.49004268,Sci-Fi,Mobile,0.453785038,1098,3,0,,
592,68,Female,North,2021-02-14,Premium,19.99,Credit Card,30.86660515,Action,Tablet,1.202482102,1022,2,0,,
593,67,Other,East,2019-05-24,Standard,14.99,Credit Card,10.38750989,Action,Mobile,3.188581465,1009,1,0,,
594,52,Other,Central,2021-04-13,Standard,14.99,PayPal,0.05423647,Sci-Fi,Tablet,1.785275871,1050,1,1,53:37.7,Found better service
595,40,Male,Central,2019-07-23,Standard,14.99,Credit Card,37.9352671,Documentary,Mobile,0.203882352,1018,1,0,,
596,34,Male,North,2023-07-18,Basic,9.99,Credit Card,9.589458037,Action,Tablet,1.588241321,1050,1,0,,
597,43,Other,North,2023-10-11,Standard,14.99,Credit Card,13.70527577,Action,PC,2.426284762,1091,5,0,,
598,25,Male,North,2020-08-09,Standard,14.99,Credit Card,0.155939192,Sci-Fi,TV,3.147209378,1086,1,0,,
599,46,Female,West,2021-04-21,Standard,14.99,PayPal,13.54909941,Action,PC,1.98374038,1067,3,0,,
600,43,Female,Central,2022-02-09,Basic,9.99,Credit Card,86.08265624,Documentary,Tablet,0.331302164,1083,1,0,,
601,27,Male,South,2019-06-03,Standard,14.99,PayPal,6.522018604,Documentary,TV,2.476944011,1082,4,0,,
602,43,Female,East,2023-04-13,Standard,14.99,PayPal,10.06436832,Documentary,TV,2.262323726,1041,1,0,,
603,51,Male,Central,2023-06-17,Premium,19.99,Direct Debit,23.2431858,Drama,Mobile,0.049460337,1090,2,1,53:37.7,Price increase
604,68,Other,West,2021-10-10,Standard,14.99,Credit Card,33.72569529,Documentary,Tablet,1.061198573,1056,3,0,,
605,58,Other,East,2021-11-30,Standard,14.99,PayPal,10.80480115,Documentary,Mobile,0.809781287,1097,3,1,53:37.7,Price increase
606,24,Female,East,2021-02-11,Standard,14.99,Direct Debit,7.411677971,Drama,Mobile,2.213765173,1067,5,0,,
607,21,Male,East,2022-07-09,Standard,14.99,PayPal,55.55630312,Comedy,PC,0.487039007,1037,4,0,,
608,70,Male,South,2019-10-06,Standard,14.99,Credit Card,22.61103739,Action,TV,1.78745405,1061,3,1,53:37.7,Found better service
609,67,Female,East,2022-08-13,Standard,14.99,PayPal,2.53443671,Documentary,Mobile,4.888434688,1006,2,1,53:37.7,Price increase
610,62,Other,West,2022-10-08,Standard,14.99,PayPal,1.428370752,Action,TV,3.197019409,1070,1,0,,
611,28,Female,Central,2019-11-07,Premium,19.99,PayPal,13.21553023,Sci-Fi,TV,5.088236814,1049,3,0,,
612,46,Other,West,2019-09-28,Standard,14.99,Credit Card,4.971536705,Action,TV,7.679959828,1051,2,0,,
613,53,Male,West,2023-12-22,Premium,19.99,Credit Card,5.860184823,Drama,Mobile,0.021454922,1025,1,0,,
614,42,Other,North,2019-09-13,Standard,14.99,Direct Debit,42.02428575,Action,TV,1.949648115,1025,5,0,,
615,38,Female,East,2023-03-06,Premium,19.99,Credit Card,1.876677936,Action,Mobile,1.064913796,1018,3,0,,
616,53,Male,North,2020-04-22,Premium,19.99,PayPal,25.13089026,Action,Tablet,3.930148083,1008,3,1,53:37.7,Price increase
617,27,Female,South,2022-09-03,Standard,14.99,Credit Card,6.325534019,Comedy,Mobile,0.580209214,1060,2,0,,
618,54,Female,West,2021-11-08,Premium,19.99,Credit Card,28.56969762,Comedy,Mobile,7.929739128,1019,4,0,,
619,26,Other,Central,2022-02-08,Basic,9.99,Credit Card,25.63230123,Sci-Fi,PC,1.90232328,1049,5,0,,
620,41,Female,North,2023-12-18,Premium,19.99,Credit Card,0.148387139,Drama,Tablet,3.155272015,1079,4,0,,
621,52,Other,East,2021-04-26,Standard,14.99,Direct Debit,14.23173959,Action,Mobile,0.178973355,1080,3,1,53:37.7,Dissatisfied with content
622,66,Male,Central,2023-11-12,Basic,9.99,Direct Debit,3.000638062,Action,Mobile,0.405353575,1021,4,0,,
623,52,Other,South,2023-10-22,Standard,14.99,PayPal,40.23222348,Action,PC,2.840974032,1012,1,0,,
624,65,Male,East,2022-08-22,Premium,19.99,Credit Card,41.04989894,Action,Mobile,0.044463656,1011,5,0,,
625,53,Other,West,2019-12-28,Basic,9.99,PayPal,10.83758358,Comedy,TV,3.395205209,1009,4,1,53:37.7,Dissatisfied with content
626,35,Female,West,2022-06-16,Standard,14.99,PayPal,11.75397564,Sci-Fi,Mobile,0.028094441,1064,1,1,53:37.7,Dissatisfied with content
627,66,Other,North,2020-05-23,Standard,14.99,Credit Card,7.22751779,Documentary,Mobile,2.140742723,1095,2,1,53:37.7,Personal reasons
628,56,Other,South,2023-04-02,Premium,19.99,Credit Card,25.21836357,Drama,Mobile,0.908556394,1029,4,0,,
629,49,Male,West,2019-08-20,Standard,14.99,PayPal,8.883953335,Action,Tablet,1.89089772,1007,5,0,,
630,41,Female,East,2023-01-22,Basic,9.99,PayPal,6.233826009,Sci-Fi,Mobile,2.381661791,1020,1,0,,
631,40,Other,North,2023-10-02,Basic,9.99,Direct Debit,11.32081476,Documentary,Mobile,0.838545652,1021,4,0,,
632,49,Female,West,2021-10-21,Standard,14.99,Credit Card,1.918933051,Sci-Fi,TV,0.228494098,1017,2,0,,
633,54,Other,North,2019-07-20,Standard,14.99,PayPal,27.45597316,Comedy,PC,0.144379956,1065,4,0,,
634,29,Other,West,2022-08-14,Premium,19.99,Credit Card,0.25352817,Documentary,Mobile,1.778012827,1047,1,0,,
635,66,Female,South,2021-09-29,Basic,9.99,Credit Card,20.68376019,Sci-Fi,Tablet,1.470670857,1043,4,0,,
636,30,Other,Central,2021-11-13,Standard,14.99,Credit Card,4.039007599,Comedy,TV,2.711150206,1008,5,0,,
637,40,Female,South,2023-11-14,Basic,9.99,Credit Card,5.289835722,Sci-Fi,Mobile,1.425620516,1066,3,1,53:37.7,Price increase
638,42,Other,South,2024-04-14,Basic,9.99,Credit Card,20.19181859,Sci-Fi,Mobile,1.097905942,1053,1,0,,
639,52,Male,North,2019-07-24,Standard,14.99,Credit Card,99.07602504,Documentary,PC,1.015285317,1025,1,0,,
640,58,Female,South,2023-09-15,Standard,14.99,PayPal,30.07612269,Comedy,PC,0.053605826,1084,1,0,,
641,47,Other,Central,2021-07-05,Standard,14.99,PayPal,5.119524667,Action,Tablet,0.817612974,1093,1,0,,
642,34,Other,Central,2021-04-08,Premium,19.99,Credit Card,3.872295841,Drama,Mobile,7.461083397,1091,4,0,,
643,66,Male,South,2021-10-21,Standard,14.99,Direct Debit,40.23309657,Documentary,Mobile,4.13590481,1099,5,0,,
644,37,Female,East,2020-01-29,Premium,19.99,Credit Card,11.74635762,Comedy,PC,0.799099478,1025,2,1,53:37.7,Price increase
645,65,Other,West,2022-12-01,Premium,19.99,Credit Card,2.948035499,Sci-Fi,Mobile,1.772470926,1033,5,1,53:37.7,Found better service
646,42,Male,Central,2019-05-25,Standard,14.99,PayPal,39.64069643,Comedy,Tablet,3.758517508,1007,1,0,,
647,39,Other,East,2020-04-22,Premium,19.99,Credit Card,33.86643131,Drama,Tablet,1.164193379,1009,4,0,,
648,30,Female,South,2023-03-03,Standard,14.99,Credit Card,82.58662716,Drama,Mobile,0.036242126,1047,4,0,,
649,36,Other,East,2022-03-06,Basic,9.99,Credit Card,48.10203462,Action,TV,0.154864902,1054,1,1,53:37.7,Price increase
650,66,Other,West,2019-11-20,Standard,14.99,Credit Card,38.18254754,Action,TV,1.428303363,1053,4,0,,
651,53,Other,North,2019-08-05,Basic,9.99,Direct Debit,1.080137305,Drama,PC,6.976085771,1077,1,0,,
652,29,Other,West,2022-11-21,Standard,14.99,Credit Card,2.20557111,Documentary,Mobile,2.363180625,1039,5,0,,
653,58,Male,South,2021-09-01,Standard,14.99,Credit Card,16.83216395,Documentary,Mobile,0.147112661,1014,3,0,,
654,36,Male,West,2019-07-26,Basic,9.99,Credit Card,15.1634976,Sci-Fi,Tablet,0.4198646,1080,4,0,,
655,29,Female,North,2019-10-05,Basic,9.99,PayPal,12.2484282,Action,Mobile,2.950890755,1017,1,0,,
656,26,Male,East,2020-09-28,Premium,19.99,Credit Card,10.10977532,Sci-Fi,TV,3.683241389,1095,1,0,,
657,24,Male,East,2022-02-17,Standard,14.99,PayPal,11.28489668,Action,Mobile,1.923070954,1022,4,0,,
658,45,Female,West,2021-11-06,Basic,9.99,Credit Card,16.84677381,Drama,Tablet,2.068027868,1061,2,0,,
